id,type,title,text,parent,references,page
mdr+chapter_III+article_27+req_2+sreq_b,sreq,,"its system for the assignment of UDIs is adequate to identify a device throughout its distribution and use in 
accordance with the requirements of this Regulation; ",mdr+chapter_III+article_27+req_2,,15
mdr+chapter_III+article_27+req_2+sreq_c,sreq,,its system for the assignment of UDIs conforms to the relevant international standards; ,mdr+chapter_III+article_27+req_2,,15
mdr+chapter_III+article_27+req_2+sreq_d,sreq,,"the entity gives access to its system for the assignment of UDIs to all interested users in accordance with a set of 
predetermined and transparent terms and conditions; ",mdr+chapter_III+article_27+req_2,,15
mdr+chapter_III+article_27+req_2+sreq_e,sreq,,the entity undertakes to do the following: ,mdr+chapter_III+article_27+req_2,,15
mdr+chapter_III+article_27+req_2+sreq_e+ssreq_i,ssreq,,operate its system for the assignment of UDIs for at least 10 years after its designation; ,mdr+chapter_III+article_27+req_2+sreq_e,,15
mdr+chapter_III+article_27+req_2+sreq_e+ssreq_ii,ssreq,,"make available to the Commission and to the Member States, upon request, information concerning its system 
for the assignment of UDIs; ",mdr+chapter_III+article_27+req_2+sreq_e,,15
mdr+chapter_III+article_27+req_2+sreq_e+ssreq_iii,ssreq,,"remain in compliance with the criteria for designation and the terms of designation. 
When designating issuing entities, the Commission shall endeavour to ensure that UDI carriers, as defined in Part C of 
Annex VI, are universally readable regardless of the system used by the issuing entity, with a view to minimising 
financial and administrative burdens for economic operators and health institutions. ",mdr+chapter_III+article_27+req_2+sreq_e,Annex VI,15
mdr+chapter_III+article_27+req_3,req,,"
Before placing a device, other than a custom-made device, on the market, the manufacturer shall assign to the 
device and, if applicable, to all higher levels of packaging, a UDI created in compliance with the rules of the issuing 
entity designated by the Commission in accordance with paragraph 2. 
Before a device, other than a custom-made or investigational device, is placed on the market the manufacturer shall 
ensure that the information referred to in Part B of Annex VI of the device in question are correctly submitted and 
transferred to the UDI database referred to in Article 28. ",mdr+chapter_III+article_27,Annex VI; Article 28,15
mdr+chapter_III+article_27+req_4,req,,"
UDI carriers shall be placed on the label of the device and on all higher levels of packaging. Higher levels of 
packaging shall not be understood to include shipping containers. ",mdr+chapter_III+article_27,,15
mdr+chapter_III+article_27+req_5,req,,"
The UDI shall be used for reporting serious incidents and field safety corrective actions in accordance with 
Article 87. ",mdr+chapter_III+article_27,Article 87,15
mdr+chapter_III+article_27+req_6,req,,"
The Basic UDI-DI, as defined in Part C of Annex VI, of the device shall appear on the EU declaration of conformity 
referred to in Article 19. ",mdr+chapter_III+article_27,Annex VI; Article 19,15
mdr+chapter_III+article_27+req_7,req,,"
As part of the technical documentation referred to in Annex II, the manufacturer shall keep up-to-date a list of all 
UDIs that it has assigned. 
L 117/35 
",mdr+chapter_III+article_27,Annex II,15
mdr+chapter_III+article_27+req_8,req,,"
Economic operators shall store and keep, preferably by electronic means, the UDI of the devices which they have 
supplied or with which they have been supplied, if those devices belong to: 
—  class III implantable devices; 
—  the devices, categories or groups of devices determined by a measure referred to in point (a) of paragraph 11. ",mdr+chapter_III+article_27,,16
mdr+chapter_III+article_27+req_9,req,,"
Health institutions shall store and keep preferably by electronic means the UDI of the devices which they have 
supplied or with which they have been supplied, if those devices belong to class III implantable devices. 
For devices other than class III implantable devices, Member States shall encourage, and may require, health institutions 
to store and keep, preferably by electronic means, the UDI of the devices with which they have been supplied. 
Member States shall encourage, and may require, healthcare professionals to store and keep preferably by electronic 
means, the UDI of the devices with which they have been supplied with. ",mdr+chapter_III+article_27,,16
mdr+chapter_III+article_27+req_10,req,,"
The Commission is empowered to adopt delegated acts in accordance with Article 115: ",mdr+chapter_III+article_27,Article 115,16
mdr+chapter_III+article_27+req_10+sreq_a,sreq,,amending the list of information set out in Part B of Annex VI in the light of technical progress; and ,mdr+chapter_III+article_27+req_10,Annex VI,16
mdr+chapter_III+article_27+req_10+sreq_b,sreq,,"amending Annex VI in the light of international developments and technical progress in the field of Unique Device 
Identification. ",mdr+chapter_III+article_27+req_10,Annex VI,16
mdr+chapter_III+article_27+req_11,req,,"
The Commission may, by means of implementing acts, specify the detailed arrangements and the procedural 
aspects for the UDI system with a view to ensuring its harmonised application in relation to any of the following: ",mdr+chapter_III+article_27,,16
mdr+chapter_III+article_27+req_11+sreq_a,sreq,,"determining the devices, categories or groups of devices to which the obligation laid down in paragraph 8 is to 
apply; ",mdr+chapter_III+article_27+req_11,,16
mdr+chapter_III+article_27+req_11+sreq_b,sreq,,"specifying the data to be included in the UDI-PI of specific devices or device groups; 
The implementing acts referred to in the first subparagraph shall be adopted in accordance with the examination 
procedure referred to in Article 114(3). ",mdr+chapter_III+article_27+req_11,Article 114,16
mdr+chapter_III+article_27+req_12,req,,"
When adopting the measures referred to in paragraph 11, the Commission shall take into account all of the 
following: ",mdr+chapter_III+article_27,,16
mdr+chapter_III+article_27+req_12+sreq_a,sreq,,confidentiality and data protection as referred to in Articles 109 and 110 respectively; ,mdr+chapter_III+article_27+req_12,,16
mdr+chapter_III+article_27+req_12+sreq_b,sreq,,the risk-based approach; ,mdr+chapter_III+article_27+req_12,,16
mdr+chapter_III+article_27+req_12+sreq_c,sreq,,the cost-effectiveness of the measures; ,mdr+chapter_III+article_27+req_12,,16
mdr+chapter_III+article_27+req_12+sreq_d,sreq,,the convergence of UDI systems developed at international level; ,mdr+chapter_III+article_27+req_12,,16
mdr+chapter_III+article_27+req_12+sreq_e,sreq,,the need to avoid duplications in the UDI system; ,mdr+chapter_III+article_27+req_12,,16
mdr+chapter_III+article_27+req_12+sreq_f,sreq,,"the needs of the healthcare systems of the Member States, and where possible, compatibility with other medical 
device identification systems that are used by stakeholders. ",mdr+chapter_III+article_27+req_12,,16
mdr+chapter_III+article_28,article,UDI database ,UDI database ,mdr+chapter_III,,16
mdr+chapter_III+article_28+req_1,req,,"
The Commission, after consulting the MDCG shall set up and manage a UDI database to validate, collate, process 
and make available to the public the information mentioned in Part B of Annex VI. ",mdr+chapter_III+article_28,Annex VI,16
mdr+chapter_III+article_28+req_2,req,,"
When designing the UDI database, the Commission shall take into account the general principles set out in 
Section 5 of Part C of Annex VI. The UDI database shall be designed in particular such that no UDI-PIs and no 
commercially confidential product information can be included therein. ",mdr+chapter_III+article_28,Annex VI,16
mdr+chapter_III+article_28+req_3,req,,"
The core data elements to be provided to the UDI database, referred to in Part B of Annex VI, shall be accessible to 
the public free of charge. ",mdr+chapter_III+article_28,Annex VI,16
mdr+chapter_III+article_28+req_4,req,,"
The technical design of the UDI database shall ensure maximum accessibility to information stored therein, 
including multi-user access and automatic uploads and downloads of that information. The Commission shall provide 
for technical and administrative support to manufacturers and other users of the UDI database. 
L 117/36 
",mdr+chapter_III+article_28,,16
mdr+chapter_III+article_29,article,Registration of devices ,Registration of devices ,mdr+chapter_III,,17
mdr+chapter_III+article_29+req_1,req,,"
Before placing a device, other than a custom-made device, on the market, the manufacturer shall, in accordance 
with the rules of the issuing entity referred to in Article 27(2), assign a Basic UDI-DI as defined in Part C of Annex VI to 
the device and shall provide it to the UDI database together with the other core data elements referred to in Part B of 
Annex VI related to that device. ",mdr+chapter_III+article_29,Article 27; Annex VI; Annex VI,17
mdr+chapter_III+article_29+req_2,req,,"
Before placing on the market a system or procedure pack pursuant to Article 22(1) and (3), that is not a custom- 
made device, the natural or legal person responsible shall assign to the system or procedure pack, in compliance with 
the rules of the issuing entity, a Basic UDI-DI and shall provide it to the UDI database together with the other core data 
elements referred to in Part B of Annex VI related to that system or procedure pack. ",mdr+chapter_III+article_29,Article 22; Annex VI,17
mdr+chapter_III+article_29+req_3,req,,"
For devices that are the subject of a conformity assessment as referred to in Article 52(3) and in the second and 
third subparagraphs of Article 52(4), the assignment of a Basic UDI-DI referred to in paragraph 1 of this Article shall be 
done before the manufacturer applies to a notified body for that assessment. 
For the devices referred to in the first subparagraph, the notified body shall include a reference to the Basic UDI-DI on 
the certificate issued in accordance with point (a) of Section 4 of Chapter I of Annex XII and confirm in Eudamed that 
the information referred to in Section 2.2 of Part A of Annex VI is correct. After the issuing of the relevant certificate 
and before placing the device on the market, the manufacturer shall provide the Basic UDI-DI to the UDI database 
together with the other core data elements referred to in Part B of Annex VI related to that device. ",mdr+chapter_III+article_29,Article 52; Article 52; Annex XII; Annex VI; Annex VI,17
mdr+chapter_III+article_29+req_4,req,,"
Before placing a device on the market, other than a custom-made device, the manufacturer shall enter or if, already 
provided, verify in Eudamed the information referred to in Section 2 of Part A of Annex VI, with the exception of 
Section 2.2 thereof, and shall thereafter keep the information updated. ",mdr+chapter_III+article_29,Annex VI,17
mdr+chapter_III+article_30,article,Electronic system for registration of economic operators ,Electronic system for registration of economic operators ,mdr+chapter_III,,17
mdr+chapter_III+article_30+req_1,req,,"
The Commission, after consulting the MDCG, shall set up and manage an electronic system to create the single 
registration number referred to in Article 31(2) and to collate and process information that is necessary and propor­
tionate to identify the manufacturer and, where applicable, the authorised representative and the importer. The details 
regarding the information to be provided to that electronic system by the economic operators are laid down in Section 1 
of Part A of Annex VI. ",mdr+chapter_III+article_30,Article 31; Annex VI,17
mdr+chapter_III+article_30+req_2,req,,"
Member States may maintain or introduce national provisions on registration of distributors of devices which have 
been made available on their territory. ",mdr+chapter_III+article_30,,17
mdr+chapter_III+article_30+req_3,req,,"
Within two weeks of placing a device, other than a custom-made device, on the market, importers shall verify that 
the manufacturer or authorised representative has provided to the electronic system the information referred to in 
paragraph 1. 
Where applicable, importers shall inform the relevant authorised representative or manufacturer if the information 
referred to in paragraph 1 is not included or is incorrect. Importers shall add their details to the relevant entry/entries. ",mdr+chapter_III+article_30,,17
mdr+chapter_III+article_31,article,"Registration of manufacturers, authorised representatives and importers ","Registration of manufacturers, authorised representatives and importers ",mdr+chapter_III,,17
mdr+chapter_III+article_31+req_1,req,,"
Before placing a device, other than a custom-made device, on the market, manufacturers, authorised representatives 
and importers shall, in order to register, submit to the electronic system referred to in Article 30 the information 
referred to in Section 1 of Part A of Annex VI, provided that they have not already registered in accordance with this 
Article. In cases where the conformity assessment procedure requires the involvement of a notified body pursuant to 
Article 52, the information referred to in Section 1 of Part A of Annex VI shall be provided to that electronic system 
before applying to the notified body. ",mdr+chapter_III+article_31,Article 30; Annex VI; Article 52; Annex VI,17
mdr+chapter_III+article_31+req_2,req,,"
After having verified the data entered pursuant to paragraph 1, the competent authority shall obtain a single 
registration number (‘SRN’) from the electronic system referred to in Article 30 and issue it to the manufacturer, the 
authorised representative or the importer. 
L 117/37 
",mdr+chapter_III+article_31,Article 30,17
mdr+chapter_III+article_31+req_3,req,,"
The manufacturer shall use the SRN when applying to a notified body for conformity assessment and for accessing 
Eudamed in order to fulfil its obligations under Article 29. ",mdr+chapter_III+article_31,Article 29,18
mdr+chapter_III+article_31+req_4,req,,"
Within one week of any change occurring in relation to the information referred to in paragraph 1 of this Article, 
the economic operator shall update the data in the electronic system referred to in Article 30. ",mdr+chapter_III+article_31,Article 30,18
mdr+chapter_III+article_31+req_5,req,,"
Not later than one year after submission of the information in accordance with paragraph 1, and every second 
year thereafter, the economic operator shall confirm the accuracy of the data. In the event of a failure to do so within 
six months of those deadlines, any Member State may take appropriate corrective measures within its territory until that 
economic operator complies with that obligation. ",mdr+chapter_III+article_31,,18
mdr+chapter_III+article_31+req_6,req,,"
Without prejudice to the economic operator's responsibility for the data, the competent authority shall verify the 
confirmed data referred to in Section 1 of Part A of Annex VI. ",mdr+chapter_III+article_31,Annex VI,18
mdr+chapter_III+article_31+req_7,req,,"
The data entered pursuant to paragraph 1 of this Article in the electronic system referred to in Article 30 shall be 
accessible to the public. ",mdr+chapter_III+article_31,Article 30,18
mdr+chapter_III+article_31+req_8,req,,"
The competent authority may use the data to charge the manufacturer, the authorised representative or the 
importer a fee pursuant to Article 111. ",mdr+chapter_III+article_31,Article 111,18
mdr+chapter_III+article_32,article,Summary of safety and clinical performance ,Summary of safety and clinical performance ,mdr+chapter_III,,18
mdr+chapter_III+article_32+req_1,req,,"
For implantable devices and for class III devices, other than custom-made or investigational devices, the 
manufacturer shall draw up a summary of safety and clinical performance. 
The summary of safety and clinical performance shall be written in a way that is clear to the intended user and, if 
relevant, to the patient and shall be made available to the public via Eudamed. 
The draft of the summary of safety and clinical performance shall be part of the documentation to be submitted to the 
notified body involved in the conformity assessment pursuant to Article 52 and shall be validated by that body. After its 
validation, the notified body shall upload the summary to Eudamed. The manufacturer shall mention on the label or 
instructions for use where the summary is available. ",mdr+chapter_III+article_32,Article 52,18
mdr+chapter_III+article_32+req_2,req,,"
The summary of safety and clinical performance shall include at least the following aspects: ",mdr+chapter_III+article_32,,18
mdr+chapter_III+article_32+req_2+sreq_a,sreq,,"the identification of the device and the manufacturer, including the Basic UDI-DI and, if already issued, the SRN; ",mdr+chapter_III+article_32+req_2,,18
mdr+chapter_III+article_32+req_2+sreq_b,sreq,,"the intended purpose of the device and any indications, contraindications and target populations; ",mdr+chapter_III+article_32+req_2,,18
mdr+chapter_III+article_32+req_2+sreq_c,sreq,,"a description of the device, including a reference to previous generation(s) or variants if such exist, and a description 
of the differences, as well as, where relevant, a description of any accessories, other devices and products, which are 
intended to be used in combination with the device; ",mdr+chapter_III+article_32+req_2,,18
mdr+chapter_III+article_32+req_2+sreq_d,sreq,,possible diagnostic or therapeutic alternatives; ,mdr+chapter_III+article_32+req_2,,18
mdr+chapter_III+article_32+req_2+sreq_e,sreq,,reference to any harmonised standards and CS applied; ,mdr+chapter_III+article_32+req_2,,18
mdr+chapter_III+article_32+req_2+sreq_f,sreq,,"the summary of clinical evaluation as referred to in Annex XIV, and relevant information on post-market clinical 
follow-up; ",mdr+chapter_III+article_32+req_2,Annex XIV,18
mdr+chapter_III+article_32+req_2+sreq_g,sreq,,suggested profile and training for users; ,mdr+chapter_III+article_32+req_2,,18
mdr+chapter_III+article_32+req_2+sreq_h,sreq,,"information on any residual risks and any undesirable effects, warnings and precautions. ",mdr+chapter_III+article_32+req_2,,18
mdr+chapter_III+article_32+req_3,req,,"
The Commission may, by means of implementing acts, set out the form and the presentation of the data elements 
to be included in the summary of safety and clinical performance. Those implementing acts shall be adopted in 
accordance with the advisory procedure referred to in Article 114(2). ",mdr+chapter_III+article_32,Article 114,18
mdr+chapter_III+article_33,article,European database on medical devices ,European database on medical devices ,mdr+chapter_III,,18
mdr+chapter_III+article_33+req_1,req,,"
The Commission, after consulting the MDCG, shall set up, maintain and manage the European database on 
medical devices (‘Eudamed’) for the following purposes: ",mdr+chapter_III+article_33,,18
mdr+chapter_III+article_33+req_1+sreq_a,sreq,,"to enable the public to be adequately informed about devices placed on the market, the corresponding certificates 
issued by notified bodies and about the relevant economic operators; 
L 117/38 
",mdr+chapter_III+article_33+req_1,,18
mdr+chapter_III+article_33+req_1+sreq_b,sreq,,to enable unique identification of devices within the internal market and to facilitate their traceability; ,mdr+chapter_III+article_33+req_1,,19
mdr+chapter_III+article_33+req_1+sreq_c,sreq,,"to enable the public to be adequately informed about clinical investigations and to enable sponsors of clinical investi­
gations to comply with obligations under Articles 62 to 80, Article 82, and any acts adopted pursuant to Article 81; ",mdr+chapter_III+article_33+req_1,Article 82; Article 81,19
mdr+chapter_III+article_33+req_1+sreq_d,sreq,,"to enable manufacturers to comply with the information obligations laid down in Articles 87 to 90 or in any acts 
adopted pursuant to Article 91; ",mdr+chapter_III+article_33+req_1,Article 91,19
mdr+chapter_III+article_33+req_1+sreq_e,sreq,,"to enable the competent authorities of the Member States and the Commission to carry out their tasks relating to 
this Regulation on a well-informed basis and to enhance the cooperation between them. ",mdr+chapter_III+article_33+req_1,,19
mdr+chapter_III+article_33+req_2,req,,"
Eudamed shall include the following electronic systems: ",mdr+chapter_III+article_33,,19
mdr+chapter_III+article_33+req_2+sreq_a,sreq,,the electronic system for registration of devices referred to in Article 29(4); ,mdr+chapter_III+article_33+req_2,Article 29,19
mdr+chapter_III+article_33+req_2+sreq_b,sreq,,the UDI-database referred to in Article 28; ,mdr+chapter_III+article_33+req_2,Article 28,19
mdr+chapter_III+article_33+req_2+sreq_c,sreq,,the electronic system on registration of economic operators referred to in Article 30; ,mdr+chapter_III+article_33+req_2,Article 30,19
mdr+chapter_III+article_33+req_2+sreq_d,sreq,,the electronic system on notified bodies and on certificates referred to in Article 57; ,mdr+chapter_III+article_33+req_2,Article 57,19
mdr+chapter_III+article_33+req_2+sreq_e,sreq,,the electronic system on clinical investigations referred to in Article 73; ,mdr+chapter_III+article_33+req_2,Article 73,19
mdr+chapter_III+article_33+req_2+sreq_f,sreq,,the electronic system on vigilance and post-market surveillance referred to in Article 92; ,mdr+chapter_III+article_33+req_2,Article 92,19
mdr+chapter_III+article_33+req_2+sreq_g,sreq,,the electronic system on market surveillance referred to in Article 100. ,mdr+chapter_III+article_33+req_2,Article 100,19
mdr+chapter_III+article_33+req_3,req,,"
When designing Eudamed the Commission shall give due consideration to compatibility with national databases 
and national web-interfaces to allow for import and export of data. ",mdr+chapter_III+article_33,,19
mdr+chapter_III+article_33+req_4,req,,"
The data shall be entered into Eudamed by the Member States, notified bodies, economic operators and sponsors 
as specified in the provisions on the electronic systems referred to in paragraph 2. The Commission shall provide for 
technical and administrative support to users of Eudamed. ",mdr+chapter_III+article_33,,19
mdr+chapter_III+article_33+req_5,req,,"
All the information collated and processed by Eudamed shall be accessible to the Member States and to the 
Commission. The information shall be accessible to notified bodies, economic operators, sponsors and the public to the 
extent specified in the provisions on the electronic systems referred to in paragraph 2. 
The Commission shall ensure that public parts of Eudamed are presented in a user-friendly and easily-searchable format. ",mdr+chapter_III+article_33,,19
mdr+chapter_III+article_33+req_6,req,,"
Eudamed shall contain personal data only insofar as necessary for the electronic systems referred to in paragraph 2 
of this Article to collate and process information in accordance with this Regulation. Personal data shall be kept in 
a form which permits identification of data subjects for periods no longer than those referred to in Article 10(8). ",mdr+chapter_III+article_33,Article 10,19
mdr+chapter_III+article_33+req_7,req,,"
The Commission and the Member States shall ensure that data subjects may effectively exercise their rights to 
information, of access, to rectification and to object in accordance with Regulation (EC) No 45/2001 and 
Directive 95/46/EC, respectively. They shall also ensure that data subjects may effectively exercise the right of access to 
data relating to them, and the right to have inaccurate or incomplete data corrected and erased. Within their respective 
responsibilities, the Commission and the Member States shall ensure that inaccurate and unlawfully processed data are 
deleted, in accordance with the applicable legislation. Corrections and deletions shall be carried out as soon as possible, 
but no later than 60 days after a request is made by a data subject. ",mdr+chapter_III+article_33,,19
mdr+chapter_III+article_33+req_8,req,,"
The Commission shall, by means of implementing acts, lay down the detailed arrangements necessary for the 
setting up and maintenance of Eudamed. Those implementing acts shall be adopted in accordance with the examination 
procedure referred to in Article 114(3). When adopting those implementing acts, the Commission shall ensure that, as 
far as possible, the system is developed in such a way as to avoid having to enter the same information twice within the 
same module or in different modules of the system. ",mdr+chapter_III+article_33,Article 114,19
mdr+chapter_III+article_33+req_9,req,,"
In relation to its responsibilities under this Article and the processing of personal data involved therein, the 
Commission shall be considered to be the controller of Eudamed and its electronic systems. 
L 117/39 
",mdr+chapter_III+article_33,,19
mdr+chapter_III+article_34,article,Functionality of Eudamed ,Functionality of Eudamed ,mdr+chapter_III,,20
mdr+chapter_III+article_34+req_1,req,,"
The Commission shall, in collaboration with the MDCG, draw up the functional specifications for Eudamed. The 
Commission shall draw up a plan for the implementation of those specifications by 26 May 2018. That plan shall seek 
to ensure that Eudamed is fully functional at a date that allows the Commission to publish the notice referred to in 
paragraph 3 of this Article by 25 March 2020 and that all other relevant deadlines laid down in Article 123 of this 
Regulation and in Article 113 of Regulation (EU) 2017/746 are met. ",mdr+chapter_III+article_34,Article 123; Article 113,20
mdr+chapter_III+article_34+req_2,req,,"
The Commission shall, on the basis of an independent audit report, inform the MDCG when it has verified that 
Eudamed has achieved full functionality and Eudamed meets the functional specifications drawn up pursuant to 
paragraph 1. ",mdr+chapter_III+article_34,,20
mdr+chapter_III+article_34+req_3,req,,"
The Commission shall, after consultation with the MDCG and when it is satisfied that the conditions referred to in 
paragraph 2 have been fulfilled, publish a notice to that effect in the Official Journal of the European Union. ",mdr+chapter_III+article_34,,20
mdr+chapter_IV,chapter,NOTIFIED BODIES ,NOTIFIED BODIES ,mdr,,20
mdr+chapter_IV+article_35,article,Authorities responsible for notified bodies ,Authorities responsible for notified bodies ,mdr+chapter_IV,,20
mdr+chapter_IV+article_35+req_1,req,,"
Any Member State that intends to designate a conformity assessment body as a notified body, or has designated 
a notified body, to carry out conformity assessment activities under this Regulation shall appoint an authority (‘authority 
responsible for notified bodies’), which may consist of separate constituent entities under national law and shall be 
responsible for setting up and carrying out the necessary procedures for the assessment, designation and notification of 
conformity assessment bodies and for the monitoring of notified bodies, including subcontractors and subsidiaries of 
those bodies. ",mdr+chapter_IV+article_35,,20
mdr+chapter_IV+article_35+req_2,req,,"
The authority responsible for notified bodies shall be established, organised and operated so as to safeguard the 
objectivity and impartiality of its activities and to avoid any conflicts of interests with conformity assessment bodies. ",mdr+chapter_IV+article_35,,20
mdr+chapter_IV+article_35+req_3,req,,"
The authority responsible for notified bodies shall be organised in a manner such that each decision relating to 
designation or notification is taken by personnel different from those who carried out the assessment. ",mdr+chapter_IV+article_35,,20
mdr+chapter_IV+article_35+req_4,req,,"
The authority responsible for notified bodies shall not perform any activities that notified bodies perform on 
a commercial or competitive basis. ",mdr+chapter_IV+article_35,,20
mdr+chapter_IV+article_35+req_5,req,,"
The authority responsible for notified bodies shall safeguard the confidential aspects of the information it obtains. 
However, it shall exchange information on notified bodies with other Member States, the Commission and, when 
required, with other regulatory authorities. ",mdr+chapter_IV+article_35,,20
mdr+chapter_IV+article_35+req_6,req,,"
The authority responsible for notified bodies shall have a sufficient number of competent personnel permanently 
available for the proper performance of its tasks. 
Where the authority responsible for notified bodies is a different authority from the national competent authority for 
medical devices, it shall ensure that the national authority responsible for medical devices is consulted on relevant 
matters. ",mdr+chapter_IV+article_35,,20
mdr+chapter_IV+article_35+req_7,req,,"
Member States shall make publicly available general information on their measures governing the assessment, 
designation and notification of conformity assessment bodies and for the monitoring of notified bodies, and on changes 
which have a significant impact on such tasks. ",mdr+chapter_IV+article_35,,20
mdr+chapter_IV+article_35+req_8,req,,"
The authority responsible for notified bodies shall participate in the peer-review activities provided for in 
Article 48. 
L 117/40 
",mdr+chapter_IV+article_35,Article 48,20
mdr+chapter_IV+article_36,article,Requirements relating to notified bodies ,Requirements relating to notified bodies ,mdr+chapter_IV,,21
mdr+chapter_IV+article_36+req_1,req,,"
Notified bodies shall fulfil the tasks for which they are designated in accordance with this Regulation. They shall 
satisfy the organisational and general requirements and the quality management, resource and process requirements that 
are necessary to fulfil those tasks. In particular, notified bodies shall comply with Annex VII. 
In order to meet the requirements referred to in the first subparagraph, notified bodies shall have permanent availability 
of sufficient administrative, technical and scientific personnel in accordance with Section 3.1.1 of Annex VII and 
personnel with relevant clinical expertise in accordance with Section 3.2.4 of Annex VII, where possible employed by 
the notified body itself. 
The personnel referred to in Sections 3.2.3 and 3.2.7 of Annex VII shall be employed by the notified body itself and 
shall not be external experts or subcontractors. ",mdr+chapter_IV+article_36,Annex VII; Annex VII; Annex VII; Annex VII,21
mdr+chapter_IV+article_36+req_2,req,,"
Notified bodies shall make available and submit upon request all relevant documentation, including the manufac­
turer's documentation, to the authority responsible for notified bodies to allow it to conduct its assessment, designation, 
notification, monitoring and surveillance activities and to facilitate the assessment outlined in this Chapter. ",mdr+chapter_IV+article_36,,21
mdr+chapter_IV+article_36+req_3,req,,"
In order to ensure the uniform application of the requirements set out in Annex VII, the Commission may adopt 
implementing acts, to the extent necessary to resolve issues of divergent interpretation and of practical application. 
Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 114(3). ",mdr+chapter_IV+article_36,Annex VII; Article 114,21
mdr+chapter_IV+article_37,article,Subsidiaries and subcontracting ,Subsidiaries and subcontracting ,mdr+chapter_IV,,21
mdr+chapter_IV+article_37+req_1,req,,"
Where a notified body subcontracts specific tasks connected with conformity assessment or has recourse to 
a subsidiary for specific tasks connected with conformity assessment, it shall verify that the subcontractor or the 
subsidiary meets the applicable requirements set out in Annex VII and shall inform the authority responsible for notified 
bodies accordingly. ",mdr+chapter_IV+article_37,Annex VII,21
mdr+chapter_IV+article_37+req_2,req,,"
Notified bodies shall take full responsibility for the tasks performed on their behalf by subcontractors or 
subsidiaries. ",mdr+chapter_IV+article_37,,21
mdr+chapter_IV+article_37+req_3,req,,"
Notified bodies shall make publicly available a list of their subsidiaries. ",mdr+chapter_IV+article_37,,21
mdr+chapter_IV+article_37+req_4,req,,"
Conformity assessment activities may be subcontracted or carried out by a subsidiary provided that the legal or 
natural person that applied for conformity assessment has been informed accordingly. ",mdr+chapter_IV+article_37,,21
mdr+chapter_IV+article_37+req_5,req,,"
Notified bodies shall keep at the disposal of the authority responsible for notified bodies all relevant documents 
concerning the verification of the qualifications of the subcontractor or the subsidiary and the work carried out by them 
under this Regulation. ",mdr+chapter_IV+article_37,,21
mdr+chapter_IV+article_38,article,Application by conformity assessment bodies for designation ,Application by conformity assessment bodies for designation ,mdr+chapter_IV,,21
mdr+chapter_IV+article_38+req_1,req,,"
Conformity assessment bodies shall submit an application for designation to the authority responsible for notified 
bodies. ",mdr+chapter_IV+article_38,,21
mdr+chapter_IV+article_38+req_2,req,,"
The application shall specify the conformity assessment activities as defined in this Regulation, and the types of 
devices for which the body is applying to be designated, and shall be supported by documentation demonstrating 
compliance with Annex VII. 
In respect of the organisational and general requirements and the quality management requirements set out in 
Sections 1 and 2 of Annex VII, a valid accreditation certificate and the corresponding evaluation report delivered by 
a national accreditation body in accordance with Regulation (EC) No 765/2008 may be submitted and shall be taken 
into consideration during the assessment described in Article 39. However, the applicant shall make available all the 
documentation referred to in the first subparagraph to demonstrate compliance with those requirements upon request. ",mdr+chapter_IV+article_38,Annex VII; Annex VII; Article 39,21
mdr+chapter_IV+article_38+req_3,req,,"
The notified body shall update the documentation referred to in paragraph 2 whenever relevant changes occur, in 
order to enable the authority responsible for notified bodies to monitor and verify continuous compliance with all the 
requirements set out in Annex VII. 
L 117/41 
",mdr+chapter_IV+article_38,Annex VII,21
mdr+chapter_IV+article_39,article,Assessment of the application ,Assessment of the application ,mdr+chapter_IV,,22
mdr+chapter_IV+article_39+req_1,req,,"
The authority responsible for notified bodies shall within 30 days check that the application referred to in 
Article 38 is complete and shall request the applicant to provide any missing information. Once the application is 
complete that authority shall send it to the Commission. 
The authority responsible for notified bodies shall review the application and supporting documentation in accordance 
with its own procedures and shall draw up a preliminary assessment report. ",mdr+chapter_IV+article_39,Article 38,22
mdr+chapter_IV+article_39+req_2,req,,"
The authority responsible for notified bodies shall submit the preliminary assessment report to the Commission 
which shall immediately transmit it to the MDCG. ",mdr+chapter_IV+article_39,,22
mdr+chapter_IV+article_39+req_3,req,,"
Within 14 days of the submission referred to in paragraph 2 of this Article, the Commission, in conjunction with 
the MDCG, shall appoint a joint assessment team made up of three experts, unless the specific circumstances require 
a different number of experts, chosen from the list referred to in Article 40(2). One of the experts shall be a representa­
tive of the Commission who shall coordinate the activities of the joint assessment team. The other two experts shall 
come from Member States other than the one in which the applicant conformity assessment body is established. 
The joint assessment team shall be comprised of experts who are competent to assess the conformity assessment 
activities and the types of devices which are the subject of the application or, in particular when the assessment 
procedure is initiated in accordance with Article 47(3), to ensure that the specific concern can be appropriately assessed. ",mdr+chapter_IV+article_39,Article 40; Article 47,22
